dsc_titulo_chamada;dsc_status;carta_txt_num_protocolo;carta_dsc_modalidade;carta_txt_sigla_uf;carta_txt_municipio;carta_dsc_agente_financeiro;carta_nome_proponente;carta_tipo_proponente;carta_txt_nome_empreendimento;carta_vlr_contrapartida;carta_vlr_emprestimo;carta_vlr_investimento
Processo continuo - IN 22/2018;Arquivada;00002188.A.1312/2018;Redução e Controle de Perdas;SP;Pedreira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE PEDREIRA;Prefeitura Municipal;"SUBSTITUIÇÃO PELO MÉTODO NÃO DESTRUTIVO (MND) DAS REDES DE DISTRIBUIÇÃO DE ÁGUA E RAMAIS DE LIGAÇÃO DO MUNICÍPIO DE PEDREIRA - SP				";340.321,15;6.409.103,25;6.749.424,40
Processo continuo - IN 22/2018;Arquivada;002540.2.2212/2020-R;Esgotamento Sanitário;BA;Lauro de Freitas;Caixa Econômica Federal;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário de Lauro de Freitas;6.221.497,62;118.208.454,31;124.429.951,93
Processo continuo - IN 22/2018;Arquivada;00002238.2.1801/2019;Esgotamento Sanitário;MG;Dores de Guanhães;Caixa Econômica Federal;Prefeitura Municipal de Dores de Guanhães ;Prefeitura Municipal;Elaboração do Plano Municipal de Esgotamento Sanitário do Município de Dores de Guanhães;305.992,02;5.646.902,94;5.952.894,96
Processo continuo - IN 22/2018;Arquivada;00002139.5.1204/2019;Manejo de Águas Pluviais;ES;Vila Velha;BNDES;Prefeitura Municipal de Vila velha;Prefeitura Municipal;Implantação de Drenagem de Águas Pluviais nas Sub-bacias de Alvorada, Vila Batista e Ibes, no Município de Vila Velha/ES;1.461.366,30;27.765.959,70;29.227.326,00
Processo continuo - IN 22/2018;Arquivada;00002461.1.3010/2019;Abastecimento de Água;GO;Catalão;Caixa Econômica Federal;Superintendência Municipal de Água e Esgoto ;Companhia/Empresa de Saneamento;Ampliação da Estação de Tratamento de Água ;1.238.000,00;23.512.130,78;24.750.130,78
Processo continuo - IN 22/2018;Arquivada;00002127.2.1211/2018;Esgotamento Sanitário;MG;Paraopeba;Caixa Econômica Federal;Município de Paraopeba;Prefeitura Municipal;PROJETO E EXECUÇÃO DE CAPTAÇÃO, CONSTRUÇÃO DE ESTAÇÃO DE TRATAMENTO DE ESGOTO, ESTAÇÃO ELEVATÓRIA E DRENAGEM PLUVIAL NO MUNICÍPIO DE PARAOPEBA/MG;1.000.000,00;19.000.000,00;20.000.000,00
Processo continuo - IN 22/2018;Arquivada;002397.2.0205/2019-R;Esgotamento Sanitário;GO;Pires do Rio;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário (SES) de Pires do Rio/GO;1.389.457,99;26.399.701,88;27.789.159,87
Processo continuo - IN 22/2018;Arquivada;00002203.9.0801/2019;Estudos e Projetos;RJ;Rio de Janeiro;Caixa Econômica Federal;Município do Rio de Janeiro;Prefeitura Municipal;Estudos e Projetos na Comunidade Jardim Maravilha;436.398,77;8.291.576,37;8.727.975,14
Processo continuo - IN 22/2018;Arquivada;00002102.2.1112/2018;Esgotamento Sanitário;MG;São Roque de Minas;Caixa Econômica Federal;Município de São Roque de Minas;Prefeitura Municipal;Estação de Tratamento de Esgotos;121.073,86;2.300.403,15;2.421.477,01
Processo continuo - IN 22/2018;Arquivada;002113.9.0511/2018-R;Estudos e Projetos;MG;Oliveira;Caixa Econômica Federal;Prefeitura Municípal de Oliveira ;Prefeitura Municipal;ELABORAÇÃO DE PROJETO BÁSICO, ORÇAMENTO E LICENCIAMENTO AMBIENTAL (LP/LI), PARA A CONSTRUÇÃO DE BARRAGEM DE ACUMULAÇÃO DE ÁGUA DO CÓRREGO DOS BOIS (BOM RETIRO);33.150,00;616.850,00;650.000,00
Processo continuo - IN 22/2018;Arquivada;00002526.2.1409/2020;Esgotamento Sanitário;PR;Maringá;BNDES;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;ETE Mandacaru;1.750.000,00;33.250.000,00;35.000.000,00
Processo continuo - IN 22/2018;Arquivada;00002173.5.1412/2018;Manejo de Águas Pluviais;MG;Poços de Caldas;Caixa Econômica Federal;Prefeitura Municipal de Poços de Caldas;Prefeitura Municipal;Execução de canalização em aduelas de concreto na Avenida Engenheiro Ubirajara Machado de Moraes e Rua Newton Delgado;305.942,71;5.809.786,84;6.115.729,55
Processo continuo - IN 22/2018;Arquivada;00002318.5.2905/2019;Manejo de Águas Pluviais;MG;Uberaba;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE UBERABA;Prefeitura Municipal;DRENAGEM PLUVIAL DA AVENIDA PRUDENTE DE MORAES;187.779,88;3.567.817,58;3.755.597,46
Processo continuo - IN 22/2018;Arquivada;00002209.1.1912/2018;Abastecimento de Água;MG;Itabira;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ITABIRA;Prefeitura Municipal;Construção do Anel hidráulico no município de Itabira;311.676,17;5.921.847,19;6.233.523,36
Processo continuo - IN 22/2018;Arquivada;00002217.2.2812/2018;Esgotamento Sanitário;RJ;Rio de Janeiro;Caixa Econômica Federal;CEDAE/Companhia Estadual de Águas e Esgotos do Rio de janeiro;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DO RIO DE JANEIRO - 1ª FASE;32.102.702,79;500.000.000,00;532.102.702,79
Processo continuo - IN 22/2018;Arquivada;00002539.2.2212/2020;Esgotamento Sanitário;BA;Caravelas;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Ponta da Areia e Barra de Caravelas;965.301,03;16.495.247,17;17.460.548,20
Processo continuo - IN 22/2018;Arquivada;002120.5.1411/2018-R;Manejo de Águas Pluviais;BA;Salvador;Caixa Econômica Federal;Prefeitura Municipal de Salvador;Prefeitura Municipal;Macrodrenagem do Rio Paraguari com Requalificação da Lagoa de Detenção do Canal do Paraguari;1.383.050,13;26.277.952,35;27.661.002,48
Processo continuo - IN 22/2018;Arquivada;00002613.2.2408/2021;Esgotamento Sanitário;BA;Presidente Dutra;Banco do Brasil;PREFEITURA MUNICIPAL DE PRESIDENTE DUTRA;Prefeitura Municipal;ESGOTAMENTO SANITÁRIO DE PRESIDENTE DUTRA;254.273,00;4.830.000,00;5.084.273,00
Processo continuo - IN 22/2018;Arquivada;00002477.6.1811/2019;Manejo de Resíduos Sólidos;SC;Timbó;BRDE;CONSÓRCIO INTERMUNICIPAL DO MÉDIO VALE DO ITAJAÍ;Prefeitura Municipal;implantação de unidade de tratamento de resíduos;480.000,00;9.120.000,00;9.600.000,00
Processo continuo - IN 22/2018;Arquivada;002035.1.0711/2018-R;Abastecimento de Água;RS;Rio Pardo;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Tratamento mecanizado do Lodo;222.222,22;4.222.222,22;4.444.444,44
Processo continuo - IN 22/2018;Arquivada;00002110.1.0511/2018;Abastecimento de Água;MG;Oliveira;Caixa Econômica Federal;Prefeitura Municípal de Oliveira ;Prefeitura Municipal;SUBSTITUIÇÃO DA ADUTORA PRINCIPAL DE ÁGUA BRUTA DO CÓRREGO DOS BOIS (Região Bom Retiro).;87.033,93;1.619.513,73;1.706.547,66
Processo continuo - IN 22/2018;Arquivada;00002065.2.2210/2018;Esgotamento Sanitário;GO;Cabeceiras;Caixa Econômica Federal;Município de Cabeceiras;Prefeitura Municipal;Projeto do Sistema de Esgotos Sanitários” da cidade de Cabeceiras - GO;2.201.916,55;41.816.533,29;44.018.449,84
Processo continuo - IN 22/2018;Arquivada;00002421.5.1006/2019;Manejo de Águas Pluviais;ES;Vila Velha;Caixa Econômica Federal;Prefeitura Municipal de Vila velha;Prefeitura Municipal;Implantação de Drenagem de Águas Pluviais nas Sub-bacias de Alvorada, Vila Batista e Ibes, no Município de Vila Velha/ES;1.461.366,30;27.765.959,70;29.227.326,00
Processo continuo - IN 22/2018;Arquivada;002034.1.0711/2018-R;Abastecimento de Água;RS;Iraí;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Barragem de nível e adequação da elevatória de água bruta.;403.050,00;7.657.950,00;8.061.000,00
Processo continuo - IN 22/2018;Arquivada;00002087.A.3010/2018;Redução e Controle de Perdas;RS;Porto Alegre;Caixa Econômica Federal;Municipio de Porto Alegre ;Prefeitura Municipal;Programa de Redução e Controle de Perdas nos sistemas de abastecimento de água no município de Porto Alegre/RS;2.036.260,00;38.420.000,00;40.456.260,00
Processo continuo - IN 22/2018;Arquivada;00002086.5.0811/2018;Manejo de Águas Pluviais;RS;Porto Alegre;BNDES;Municipio de Porto Alegre ;Prefeitura Municipal;Ampliação de Estações de Bombeamento e Coletores Gerais do Sistema de Macrodrenagem de Porto Alegre - RS;9.693.631,90;184.179.005,84;193.872.637,74
Processo continuo - IN 22/2018;Arquivada;00002422.5.1006/2019;Manejo de Águas Pluviais;SC;Jaraguá do Sul;BNDES;PREFEITURA MUNICIPAL DE JARAGUÁ DO SUL;Prefeitura Municipal;Implantação de Rede de Drenagem Pluvial;1.762.802,11;31.493.240,19;33.256.042,30
Processo continuo - IN 22/2018;Arquivada;002033.2.0711/2018-R;Esgotamento Sanitário;RS;Alegrete;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Implantação e complementação do sistema de esgotamento sanitário para interligação ao SES existente.;1.653.494,59;31.416.397,05;33.069.891,64
Processo continuo - IN 22/2018;Arquivada;002134.1.1411/2018-R;Abastecimento de Água;GO;Jataí;BNDES;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação do Sistema de Abastecimento de Água (SAA) do Município de Jataí (GO) ;1.695.439,52;32.206.570,59;33.902.010,11
Processo continuo - IN 22/2018;Arquivada;00002476.2.2110/2019;Esgotamento Sanitário;MG;Unaí;Caixa Econômica Federal;Prefeitura Municipal de Unai ;Prefeitura Municipal;Ampliação e Melhorias no Tratamento Preliminar e na Estação Elevatória de Esgoto;232.284,01;4.413.395,07;4.645.679,08
Processo continuo - IN 22/2018;Arquivada;00002476.2.2110/2019;Esgotamento Sanitário;MG;Unaí;Caixa Econômica Federal;Prefeitura Municipal de Unai ;Prefeitura Municipal;Ampliação e Melhorias no Tratamento Preliminar e na Estação Elevatória de Esgoto;232.284,01;4.413.395,07;4.645.679,08
Processo continuo - IN 22/2018;Arquivada;002029.1.0911/2018-R;Abastecimento de Água;RS;Viamão;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Estação de Tratamento de Água Viamão II (ETA Lami), Reservatório de Água Tratada, Elevatória de Água Tratada EAT-25 Captação na Praia do Lami Elevatória de Água Bruta - EAB-Lami Adutora de Água Bruta Adutora de Água Tratada Reservatório 10.000 m³.;7.099.793,66;134.896.079,51;141.995.873,17
Processo continuo - IN 22/2018;Arquivada;00002547.2.1801/2021;Esgotamento Sanitário;BA;Jequié;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Ampliação do Sistema de Esgotamento Sanitário de Jequié;2.460.535,76;46.750.179,29;49.210.715,05
Processo continuo - IN 22/2018;Arquivada;00002544.2.1801/2021;Esgotamento Sanitário;BA;Capim Grosso;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Capim Grosso;3.640.682,35;67.172.964,90;70.813.647,25
Processo continuo - IN 22/2018;Arquivada;00002545.2.1801/2021;Esgotamento Sanitário;BA;Conceição do Coité;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do SES de Conceição do Coité;2.955.766,81;56.159.569,22;59.115.336,03
Processo continuo - IN 22/2018;Arquivada;00002048.9.1810/2018;Estudos e Projetos;SP;São Paulo;Caixa Econômica Federal;Cia de Saneamento Básico do Estado de São Paulo;Companhia/Empresa de Saneamento;Elaboração de Estudos e Projetos para a ressetorização do Setor Grajaú;89.819,30;1.706.546,77;1.796.366,07
Processo continuo - IN 22/2018;Arquivada;00002228.2.2812/2018;Esgotamento Sanitário;RJ;Rio de Janeiro;Caixa Econômica Federal;CEDAE/Companhia Estadual de Águas e Esgotos do Rio de janeiro;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DO RIO DE JANEIRO - 2ª FASE;44.614.654,91;847.678.442,47;892.293.097,38
Processo continuo - IN 22/2018;Arquivada;00002576.1.1304/2021;Abastecimento de Água;SP;Sorocaba;Caixa Econômica Federal;Prefeitura Municipal de Sorocaba;Prefeitura Municipal;Sistema de Abastecimento de Água - Bairro Inhayba;1.060.467,02;20.148.873,28;21.209.340,30
Processo continuo - IN 22/2018;Arquivada;00002688.2.2406/2022;Esgotamento Sanitário;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;Rede Coletora de Esgoto Recanto e Bougainville- Laranjal - Pelotas-Rs;611.906,86;10.208.396,41;10.820.303,27
Processo continuo - IN 22/2018;Arquivada;00002433.9.1806/2019;Estudos e Projetos;SP;Amparo;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE AMPARO SP;Prefeitura Municipal;ESTUDOS E PROJETOS PARA CONSTRUÇÃO DA ETA V;22.058,75;350.000,00;372.058,75
Processo continuo - IN 22/2018;Arquivada;00002077.1.3010/2018;Abastecimento de Água;RS;Porto Alegre;Caixa Econômica Federal;Municipio de Porto Alegre ;Prefeitura Municipal;Estação de Tratamento de Água Ponta do Arado (Sistema Ponta do Arado);11.617.100,30;220.711.911,94;232.329.012,24
Processo continuo - IN 22/2018;Arquivada;002452.2.0609/2019-R;Esgotamento Sanitário;RS;Canela;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SES com Redes e ETE em Canela;2.184.327,15;41.502.175,05;43.686.502,20
Processo continuo - IN 22/2018;Arquivada;002453.1.0509/2019-R;Abastecimento de Água;RS;Gramado;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SAA / AAB, AAT, ETA, EAT, RES;2.835.300,51;53.870.709,60;56.706.010,11
Processo continuo - IN 22/2018;Arquivada;002451.2.0509/2019-R;Esgotamento Sanitário;RS;Gramado;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Ampliação do SES existente contemplando a implantação da ETE Ávila 1ª e 2ª Etapa Q=80l/s.;1.414.694,25;26.879.190,69;28.293.884,94
Processo continuo - IN 22/2018;Arquivada;002458.1.0509/2019-R;Abastecimento de Água;RS;Osório;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Desaguamento do Lodo da ETA de Osório;120.871,65;2.296.561,28;2.417.432,93
Processo continuo - IN 22/2018;Arquivada;00002445.1.3007/2019;Abastecimento de Água;MT;Cáceres;Caixa Econômica Federal;Prefeitura Municipal de Cáceres;Prefeitura Municipal;MELHORIAS DO SISTEMA DE ABASTECIMENTO DE ÁGUA DA CIDADE DE CÁCERES-MT;2.697.814,12;51.258.467,67;53.956.281,79
Processo continuo - IN 22/2018;Arquivada;002488.5.1701/2020-R;Manejo de Águas Pluviais;MG;Belo Horizonte;Caixa Econômica Federal;Prefeitura Municipal de Belo Horizonte;Prefeitura Municipal;Requalificação Urbana e Ambiental e de Controle de Cheias no Córrego Embira;7.860.539,03;149.350.241,38;157.210.780,41
Processo continuo - IN 22/2018;Arquivada;00002409.B.0503/2020;Plano de Saneamento Básico;SC;Penha;BRDE;prefeitura Municipal de Penha;Prefeitura Municipal;Construção de rede drenagem e manejo pluvial;245.000,00;3.255.000,00;3.500.000,00
Processo continuo - IN 22/2018;Arquivada;002491.1.1002/2020-R;Abastecimento de Água;RS;Osório;BNDES;Companhia Riograndense de Saneamento;Companhia/Empresa de Saneamento;Desaguamento do Lodo da ETA de Atlântida Sul (Osório);189.996,78;3.609.938,68;3.799.935,46
Processo continuo - IN 22/2018;Arquivada;00002515.2.1007/2020;Esgotamento Sanitário;PR;Curitiba;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DA REGIÃO METROPOLITANA DE CURITIBA E LITORAL DO ESTADO DO PARANÁ;10.000.000,00;190.000.000,00;200.000.000,00
Processo continuo - IN 22/2018;Arquivada;002522.1.2808/2020-R;Abastecimento de Água;GO;Catalão;Caixa Econômica Federal;Superintendência Municipal de Água e Esgoto ;Companhia/Empresa de Saneamento;Ampliação da Estação de Tratamento de Água com Tratamento do Lodo;1.243.000,00;23.539.130,78;24.782.130,78
Processo continuo - IN 22/2018;Arquivada;00002573.1.1204/2021;Abastecimento de Água;SP;Jundiaí;Caixa Econômica Federal;DAE S/A - Água e Esgoto;Companhia/Empresa de Saneamento;Serviços de terraplenagem para rebaixamento da represa de acumulação do município de Jundiaí;18.039.195,60;161.402.760,40;179.441.956,00
Processo continuo - IN 22/2018;Arquivada;00002570.1.2207/2021;Abastecimento de Água;SP;Sorocaba;Caixa Econômica Federal;Prefeitura Municipal de Sorocaba;Prefeitura Municipal;Reforma da ETA Cerrado;1.193.543,29;22.677.322,39;23.870.865,68
Processo continuo - IN 22/2018;Arquivada;00002509.1.2506/2020;Abastecimento de Água;PR;Curitiba;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA DA REGIÃO METROPOLITANA DE CURITIBA E LITORAL DO ESTADO DO PARANÁ;30.000.000,00;270.000.000,00;300.000.000,00
Processo continuo - IN 22/2018;Arquivada;002620.2.2708/2021-R;Esgotamento Sanitário;PR;Santa Mariana;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE SANTA MARIANA NO ESTADO NO PARANÁ;1.109.000,00;21.071.000,00;22.180.000,00
Processo continuo - IN 22/2018;Arquivada;002619.2.2708/2021-R;Esgotamento Sanitário;PR;Cascavel;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;AMPLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE CASCAVEL, ESTADO DO PARANÁ.;2.350.510,00;44.659.690,00;47.010.200,00
Processo continuo - IN 22/2018;Arquivada;00002067.5.1912/2018;Manejo de Águas Pluviais;RS;Ilópolis;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE ILÓPOLIS;Prefeitura Municipal;Drenagem Pluvial;314.301,02;5.312.050,51;5.626.351,53
Processo continuo - IN 22/2018;Arquivada;00002690.9.2406/2022;Estudos e Projetos;RS;Pelotas;Caixa Econômica Federal;Prefeitura Municipal de Pelotas;Prefeitura Municipal;Ampliação do Tratamento de Esgoto no Município de Pelotas;206.367,60;3.876.630,00;4.082.997,60
Processo continuo - IN 22/2018;Arquivada;00002677.5.2503/2022;Manejo de Águas Pluviais;SP;Bauru;Caixa Econômica Federal;PREFEITURA MUNICIPAL DE BAURU;Prefeitura Municipal;Projeto para macrodrenagem da bacia do Córrego Água das  Flores;29.335.820,69;376.342.957,15;405.678.777,84
Processo continuo - IN 22/2018;Arquivada;00002066.1.2310/2018;Abastecimento de Água;MG;Oliveira;Banco do Brasil;Prefeitura Municípal de Oliveira ;Prefeitura Municipal;CONSTRUÇÃO ADUTORA DE AGUA BRUTA RIO JACARE ;158.365,37;2.721.004,98;2.879.370,35
Processo continuo - IN 22/2018;Arquivada;00002552.2.1703/2021;Esgotamento Sanitário;SP;Mogi Guaçu;Caixa Econômica Federal;Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu;Companhia/Empresa de Saneamento;Implantação de Interceptor de Esgoto;200.000,00;3.606.443,49;3.806.443,49
Processo continuo - IN 22/2018;Arquivada;00002082.1.2610/2018;Abastecimento de Água;MG;Oliveira;Banco do Brasil;Prefeitura Municípal de Oliveira ;Prefeitura Municipal;SUBSTITUIÇÃO ADUÇÃO BOM RETIRO;87.033,94;1.619.513,72;1.706.547,66
Processo continuo - IN 22/2018;Arquivada;00002536.2.2212/2020;Esgotamento Sanitário;BA;Ruy Barbosa;BNDES;EMPRESA BAIANA DE AGUAS E SANEAMENTO S.A;Companhia/Empresa de Saneamento;Implantação do Sistema de Esgotamento Sanitário de Ruy Barbosa;3.857.100,00;61.233.501,99;65.090.601,99
Processo continuo - IN 22/2018;Arquivada;00002565.2.1703/2021;Esgotamento Sanitário;SP;Mogi Guaçu;Caixa Econômica Federal;Serviço Autônomo Municipal de Água e Esgoto de Mogi Guaçu;Companhia/Empresa de Saneamento;Estação de Tratamento de Esgotos - Chácara Alvorada;300.000,00;5.652.442,38;5.952.442,38
Processo continuo - IN 22/2018;Aguardando publicação;002524.1.0110/2020-R;Abastecimento de Água;GO;Aparecida de Goiânia;Caixa Econômica Federal;Saneamento de Goiás S/A ;Companhia/Empresa de Saneamento;Ampliação e Melhoria do Sistema de Abastecimento de Água de Aparecida de Goiânia  e Goiânia – GO: Linhão Central e Linhão Oeste;4.146.667,84;76.980.830,12;81.127.497,96
Processo contínuo - IN 30/2022;Retificação em análise;00002718.2.0710/2022;Esgotamento Sanitário;PR;Apucarana;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;Ampliação do SES de Apucarana;2.784.000,01;52.895.999,99;55.680.000,00
Processo contínuo - IN 30/2022;Retificação em análise;00002702.2.2809/2022;Esgotamento Sanitário;PR;Irati;Caixa Econômica Federal;Companhia de Saneamento do Paraná - SANEPAR;Companhia/Empresa de Saneamento;APLIAÇÃO DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO MUNICÍPIO DE IRATI DO ESTADO DO PARANÁ;1.045.100,00;19.856.900,00;20.902.000,00
